Chl,EC,DO,Phycoprotein,Turbidity,T,PH,Ammonia Nitrogen
13.83,529.92,8.67,1114.77,3.35,31.584,8.62,0.47
13.94,529.93,8.68,1121.83,3.34,31.571,8.62,0.47
13.66,529.97,8.68,1128.91,3.35,31.56,8.62,0.47
13.8,530.03,8.68,1126.86,3.34,31.552,8.62,0.47
13.73,530.11,8.68,1120.14,3.32,31.549,8.62,0.47
12.79,530.17,8.68,1123.09,3.29,31.546,8.62,0.47
16.12,530.2,8.69,1119.62,3.3,31.547,8.62,0.47
15.27,530.29,8.69,1112.46,3.3,31.551,8.62,0.47
13.49,530.4,8.7,1103.71,3.32,31.559,8.62,0.47
13.4,530.45,8.7,1102.88,3.35,31.563,8.62,0.47
13.56,530.47,8.7,1103.0,3.37,31.567,8.62,0.47
10.91,538.1,8.51,886.01,3.22,32.04,8.55,0.47
10.86,538.09,8.51,880.09,3.22,32.046,8.55,0.47
10.74,538.04,8.51,882.53,3.21,32.048,8.55,0.47
14.29,538.03,8.51,882.78,3.18,32.052,8.55,0.47
13.51,538.07,8.51,888.57,3.17,32.054,8.55,0.47
9.06,538.13,8.51,888.1,3.18,32.051,8.55,0.47
13.15,538.13,8.52,883.53,3.19,32.053,8.55,0.47
10.53,538.14,8.52,882.13,3.18,32.057,8.55,0.47
10.72,538.15,8.52,886.09,3.16,32.07,8.55,0.47
10.81,538.12,8.51,904.07,3.18,32.08,8.55,0.47
10.9,538.1,8.51,906.72,3.19,32.083,8.55,0.47
12.88,538.06,8.51,906.8,3.19,32.089,8.55,0.47
10.57,538.07,8.51,904.98,3.17,32.094,8.55,0.47
11.08,538.1,8.51,923.63,3.15,32.095,8.55,0.47
12.94,538.06,8.51,927.21,3.13,32.09,8.55,0.47
10.39,538.02,8.51,941.86,3.12,32.084,8.55,0.47
10.62,538.0,8.51,947.92,3.13,32.084,8.55,0.47
11.54,537.97,8.51,958.41,3.13,32.087,8.55,0.47
11.58,537.93,8.51,953.65,3.12,32.088,8.55,0.47
11.52,537.86,8.51,954.57,3.12,32.088,8.55,0.47
11.3,537.82,8.51,960.04,3.15,32.09,8.55,0.47
11.23,537.78,8.51,979.23,3.13,32.091,8.55,0.47
11.26,537.77,8.51,987.19,3.12,32.095,8.55,0.47
11.24,537.73,8.51,975.48,3.13,32.096,8.55,0.47
11.26,537.7,8.51,977.47,3.12,32.095,8.55,0.47
10.66,537.62,8.52,982.97,3.12,32.095,8.55,0.47
10.35,537.6,8.52,997.06,3.11,32.091,8.55,0.47
10.98,537.62,8.52,1001.34,3.09,32.088,8.55,0.47
11.04,537.69,8.52,1001.72,3.1,32.085,8.55,0.47
11.53,537.7,8.52,1025.98,3.15,32.08,8.55,0.47
11.7,537.74,8.52,1019.29,3.19,32.076,8.55,0.47
11.78,537.73,8.52,1021.36,3.22,32.073,8.55,0.47
11.93,537.74,8.52,1033.51,3.21,32.072,8.55,0.47
10.23,537.69,8.52,1039.7,3.22,32.074,8.55,0.47
14.54,537.6,8.52,1047.38,3.24,32.072,8.55,0.47
3.94,537.54,8.52,1031.33,3.23,32.071,8.55,0.47
9.5,537.45,8.52,1037.32,3.2,32.08,8.55,0.47
13.71,537.45,8.52,1042.48,3.16,32.085,8.55,0.47
11.1,537.48,8.52,1051.69,3.12,32.088,8.55,0.47
11.16,537.5,8.52,1043.94,3.16,32.095,8.55,0.47
12.97,537.55,8.52,1041.92,3.15,32.104,8.55,0.47
10.72,537.54,8.52,1045.28,3.15,32.112,8.55,0.47
14.6,537.58,8.52,1043.38,3.15,32.112,8.55,0.47
12.92,537.63,8.52,1047.95,3.15,32.107,8.55,0.47
12.24,537.59,8.52,1050.35,3.15,32.107,8.55,0.47
12.32,537.62,8.52,1059.85,3.15,32.107,8.55,0.47
12.21,537.65,8.52,1065.3,3.12,32.105,8.56,0.47
12.24,537.63,8.52,1064.12,3.15,32.107,8.56,0.47
11.97,537.57,8.52,1070.92,3.17,32.111,8.56,0.47
11.9,537.55,8.52,1085.58,3.17,32.114,8.56,0.47
11.81,537.57,8.52,1080.96,3.16,32.115,8.56,0.47
11.79,537.58,8.52,1074.23,3.18,32.121,8.56,0.47
11.72,537.54,8.52,1071.98,3.19,32.113,8.56,0.47
11.47,537.51,8.52,1072.25,3.18,32.101,8.56,0.47
11.42,537.5,8.52,1076.17,3.19,32.09,8.56,0.47
11.5,537.52,8.52,1070.03,3.18,32.081,8.56,0.47
10.66,537.47,8.52,1066.13,3.16,32.081,8.56,0.47
15.37,537.48,8.52,1080.11,3.19,32.078,8.56,0.47
12.63,537.47,8.52,1087.41,3.18,32.084,8.56,0.47
12.59,537.48,8.52,1084.99,3.16,32.1,8.56,0.47
12.98,537.53,8.51,1087.41,3.16,32.113,8.56,0.47
12.56,537.56,8.51,1089.78,3.14,32.122,8.56,0.47
10.02,537.6,8.5,1105.98,3.14,32.127,8.55,0.47
14.44,537.62,8.5,1105.2,3.15,32.13,8.55,0.47
15.04,537.62,8.5,1105.92,3.16,32.129,8.55,0.47
11.3,537.61,8.5,1109.49,3.13,32.122,8.55,0.47
9.88,537.59,8.49,1116.36,3.13,32.121,8.55,0.47
11.57,537.62,8.49,1108.45,3.1,32.122,8.55,0.47
11.39,537.66,8.49,1110.94,3.13,32.126,8.55,0.47
10.18,537.58,8.49,1117.82,3.14,32.129,8.55,0.47
12.42,537.55,8.49,1110.06,3.12,32.133,8.56,0.47
11.96,537.5,8.49,1111.95,3.1,32.133,8.56,0.47
11.83,537.5,8.49,1101.93,3.11,32.126,8.56,0.47
12.24,537.47,8.49,1093.84,3.13,32.121,8.56,0.47
16.5,537.43,8.48,1090.68,3.16,32.117,8.56,0.47
11.64,537.4,8.48,1092.48,3.19,32.116,8.56,0.47
12.05,537.48,8.48,1090.96,3.19,32.11,8.56,0.47
13.72,537.48,8.48,1086.19,3.19,32.106,8.56,0.47
12.39,537.53,8.48,1064.73,3.2,32.117,8.56,0.47
10.64,537.56,8.48,1068.89,3.2,32.123,8.56,0.47
13.0,537.6,8.49,1066.22,3.2,32.128,8.56,0.47
14.08,537.63,8.49,1062.9,3.15,32.128,8.56,0.47
11.75,537.63,8.49,1072.48,3.15,32.129,8.56,0.47
11.95,537.66,8.5,1068.34,3.11,32.128,8.56,0.47
12.16,537.66,8.5,1049.09,3.1,32.131,8.56,0.47
12.61,537.68,8.51,1057.33,3.12,32.127,8.56,0.47
12.65,537.69,8.51,1060.23,3.13,32.127,8.56,0.47
12.31,537.69,8.51,1077.48,3.14,32.128,8.57,0.47
14.03,537.71,8.51,1074.24,3.13,32.131,8.57,0.47
10.19,537.74,8.51,1082.09,3.14,32.134,8.57,0.47
10.99,537.76,8.51,1079.82,3.14,32.139,8.57,0.47
14.04,537.78,8.51,1088.03,3.13,32.136,8.57,0.47
12.92,537.78,8.51,1082.88,3.12,32.136,8.57,0.47
11.37,537.8,8.51,1092.03,3.11,32.141,8.57,0.47
11.11,537.82,8.51,1103.9,3.07,32.142,8.57,0.47
10.53,537.76,8.51,1108.48,3.07,32.142,8.57,0.47
11.45,537.75,8.51,1099.06,3.05,32.149,8.57,0.47
11.27,537.75,8.51,1102.9,3.03,32.151,8.57,0.47
9.84,537.75,8.51,1086.99,3.05,32.158,8.57,0.47
14.71,537.77,8.51,1101.23,3.03,32.162,8.57,0.47
9.67,537.76,8.51,1087.14,3.02,32.166,8.57,0.47
15.47,537.81,8.51,1077.3,3.01,32.172,8.57,0.47
15.19,537.84,8.51,1082.78,3.03,32.173,8.57,0.47
2.46,537.83,8.51,1064.55,3.05,32.172,8.57,0.47
9.33,537.82,8.5,1053.94,3.09,32.172,8.57,0.47
12.02,537.83,8.5,1046.05,3.1,32.174,8.57,0.47
13.17,537.86,8.5,1045.4,3.09,32.177,8.57,0.47
12.52,537.88,8.49,1044.04,3.09,32.177,8.57,0.47
11.54,537.93,8.49,1056.82,3.09,32.177,8.57,0.47
1.96,537.96,8.49,1057.27,3.08,32.181,8.57,0.47
17.25,538.04,8.49,1055.97,3.05,32.189,8.57,0.47
12.87,538.08,8.49,1067.84,3.06,32.192,8.57,0.47
12.48,538.13,8.49,1059.89,3.04,32.195,8.57,0.47
12.38,538.15,8.49,1075.84,3.06,32.198,8.57,0.47
2.89,538.21,8.49,1090.6,3.06,32.198,8.57,0.47
5.57,538.26,8.49,1063.41,3.07,32.202,8.57,0.47
13.09,538.27,8.49,1053.24,3.12,32.208,8.57,0.47
13.13,538.29,8.5,1070.29,3.1,32.209,8.57,0.47
11.7,538.27,8.49,1068.17,3.07,32.211,8.57,0.47
13.17,538.22,8.5,1050.01,3.07,32.213,8.57,0.47
11.22,538.17,8.49,1053.88,3.05,32.215,8.57,0.47
13.84,538.15,8.5,1058.67,3.07,32.213,8.57,0.47
3.65,538.2,8.5,1067.24,3.09,32.207,8.57,0.47
12.95,538.22,8.49,1068.57,3.06,32.206,8.57,0.47
12.77,538.17,8.49,1091.69,3.07,32.206,8.57,0.47
9.39,538.16,8.49,1091.74,3.08,32.203,8.57,0.47
9.93,538.14,8.48,1095.28,3.08,32.203,8.57,0.47
12.83,538.05,8.48,1111.49,3.05,32.204,8.57,0.47
12.73,538.03,8.48,1116.8,3.04,32.202,8.57,0.47
12.62,538.0,8.48,1091.49,3.06,32.2,8.57,0.47
14.22,537.98,8.48,1086.52,3.03,32.197,8.57,0.47
9.51,537.91,8.47,1079.4,3.01,32.193,8.57,0.47
10.84,537.82,8.47,1075.71,3.05,32.188,8.57,0.47
13.63,537.81,8.47,1071.35,3.05,32.186,8.57,0.47
15.77,537.79,8.46,1061.72,3.09,32.184,8.57,0.47
12.78,537.73,8.46,1068.37,3.07,32.182,8.57,0.47
10.62,537.69,8.45,1060.4,3.1,32.181,8.57,0.47
13.25,537.69,8.45,1064.44,3.13,32.178,8.57,0.47
10.7,537.7,8.45,1067.9,3.1,32.176,8.57,0.47
11.25,537.63,8.45,1075.93,3.08,32.174,8.57,0.47
12.89,537.61,8.45,1081.04,3.19,32.171,8.57,0.47
10.98,537.59,8.45,1070.8,3.19,32.169,8.57,0.47
11.2,537.56,8.45,1071.11,3.19,32.168,8.57,0.47
11.89,537.53,8.45,1076.38,3.18,32.166,8.57,0.47
12.32,537.55,8.44,1076.28,3.19,32.164,8.57,0.47
12.21,537.5,8.44,1073.6,3.14,32.16,8.57,0.47
11.97,537.45,8.43,1089.5,3.14,32.157,8.57,0.47
11.97,537.36,8.43,1083.4,3.13,32.153,8.57,0.47
10.74,537.31,8.43,1078.76,3.03,32.15,8.57,0.47
10.04,537.26,8.42,1081.3,3.06,32.148,8.57,0.47
9.65,537.25,8.42,1089.7,3.03,32.148,8.57,0.47
12.47,537.24,8.42,1102.0,3.03,32.148,8.57,0.47
12.36,537.27,8.42,1106.6,3.09,32.149,8.57,0.47
12.22,537.26,8.42,1099.19,3.09,32.148,8.57,0.47
12.17,537.31,8.42,1095.99,3.12,32.148,8.57,0.47
11.97,537.32,8.42,1081.56,3.11,32.148,8.57,0.47
11.81,537.32,8.42,1068.9,3.09,32.146,8.57,0.47
11.79,537.3,8.42,1070.16,3.11,32.144,8.57,0.47
12.06,537.26,8.42,1080.18,3.1,32.143,8.57,0.47
12.27,537.3,8.42,1089.78,3.06,32.142,8.57,0.47
12.27,537.31,8.42,1080.86,3.1,32.141,8.57,0.47
12.37,537.36,8.42,1069.45,3.1,32.139,8.57,0.47
12.39,537.37,8.42,1081.95,3.14,32.138,8.57,0.48
12.34,537.35,8.42,1105.96,3.14,32.138,8.57,0.48
12.28,537.33,8.42,1119.31,3.12,32.138,8.57,0.48
12.65,537.35,8.42,1133.64,3.12,32.14,8.56,0.48
13.2,537.31,8.42,1160.71,3.12,32.142,8.56,0.48
13.32,537.27,8.41,1170.88,3.1,32.145,8.56,0.48
13.11,537.25,8.41,1160.65,3.06,32.148,8.56,0.48
12.86,537.27,8.41,1149.15,3.05,32.151,8.56,0.48
12.65,537.31,8.41,1155.27,3.04,32.154,8.56,0.48
10.79,537.31,8.4,1170.66,3.01,32.156,8.56,0.48
11.45,537.29,8.4,1167.28,3.04,32.159,8.56,0.48
11.47,537.34,8.4,1165.32,3.04,32.162,8.56,0.48
11.53,537.35,8.4,1164.51,3.04,32.166,8.56,0.48
13.39,537.49,8.39,1130.7,3.03,32.171,8.56,0.48
12.66,537.5,8.39,1122.87,3.03,32.17,8.56,0.48
12.48,537.49,8.38,1105.02,3.02,32.169,8.56,0.48
12.22,537.52,8.38,1100.99,3.02,32.168,8.56,0.48
11.86,537.54,8.38,1090.61,3.02,32.167,8.56,0.48
11.57,537.6,8.38,1086.67,3.05,32.166,8.56,0.48
11.48,537.59,8.39,1082.6,3.1,32.166,8.56,0.48
14.15,537.62,8.39,1087.4,3.09,32.168,8.56,0.48
12.4,537.72,8.39,1099.5,3.07,32.17,8.56,0.48
13.28,537.84,8.39,1097.24,3.08,32.173,8.56,0.48
12.49,537.93,8.39,1096.67,3.07,32.177,8.56,0.48
11.19,537.99,8.39,1082.3,3.06,32.184,8.56,0.48
15.53,538.12,8.39,1073.24,3.04,32.19,8.56,0.48
13.02,538.25,8.4,1079.26,2.95,32.188,8.56,0.48
10.7,538.4,8.4,1089.86,2.97,32.179,8.56,0.48
12.35,538.48,8.4,1078.43,2.96,32.177,8.57,0.48
10.98,538.55,8.4,1058.02,2.97,32.183,8.57,0.48
12.76,538.59,8.4,1048.12,2.95,32.188,8.57,0.48
11.64,538.63,8.4,1049.68,2.92,32.184,8.57,0.48
12.69,538.63,8.41,1043.82,2.92,32.183,8.57,0.48
12.93,538.64,8.41,1046.7,2.94,32.195,8.57,0.48
9.59,538.62,8.41,1057.79,2.94,32.206,8.58,0.48
11.89,538.64,8.41,1059.75,2.91,32.209,8.58,0.48
11.77,538.59,8.42,1061.78,3.0,32.203,8.58,0.48
12.33,538.58,8.42,1069.03,2.98,32.199,8.58,0.48
10.69,538.6,8.41,1072.52,2.99,32.201,8.58,0.48
12.64,538.62,8.41,1060.4,2.99,32.201,8.58,0.48
12.42,538.63,8.41,1065.22,2.97,32.199,8.57,0.48
10.27,538.59,8.41,1050.93,2.96,32.197,8.57,0.48
9.56,538.57,8.41,1056.95,3.0,32.196,8.57,0.48
11.84,538.64,8.41,1049.31,2.9,32.196,8.57,0.48
12.24,538.71,8.41,1047.41,2.89,32.195,8.57,0.48
12.71,538.75,8.4,1050.7,2.89,32.194,8.57,0.48
12.27,538.76,8.4,1039.91,2.89,32.193,8.58,0.48
12.2,538.74,8.39,1039.8,2.91,32.19,8.58,0.48
12.08,538.77,8.39,1042.31,2.94,32.187,8.58,0.48
12.11,538.77,8.39,1049.0,2.94,32.182,8.58,0.48
11.78,538.71,8.39,1048.81,2.96,32.185,8.58,0.48
11.72,538.72,8.39,1045.2,2.99,32.186,8.58,0.48
11.79,538.7,8.39,1044.09,2.99,32.188,8.58,0.48
11.68,538.74,8.39,1053.77,2.98,32.192,8.58,0.48
15.53,538.78,8.39,1026.09,2.96,32.198,8.58,0.48
9.87,538.83,8.39,1020.21,2.96,32.21,8.58,0.48
8.34,538.83,8.39,1022.1,2.97,32.218,8.58,0.48
11.14,538.85,8.39,1033.55,2.97,32.221,8.58,0.48
10.7,538.84,8.39,1043.82,2.98,32.223,8.58,0.48
11.69,538.85,8.39,1059.43,2.98,32.231,8.58,0.48
6.12,538.89,8.39,1063.76,2.97,32.229,8.58,0.48
11.61,538.87,8.39,1071.44,2.96,32.225,8.57,0.48
11.34,538.93,8.39,1067.76,2.94,32.226,8.57,0.48
11.49,538.94,8.38,1092.43,2.94,32.237,8.57,0.48
10.3,538.98,8.38,1098.92,2.93,32.245,8.57,0.48
14.11,539.04,8.39,1101.32,2.94,32.251,8.57,0.48
12.67,539.07,8.39,1089.45,2.96,32.254,8.57,0.48
11.98,539.14,8.38,1088.26,2.95,32.259,8.57,0.48
14.49,539.21,8.38,1098.66,2.96,32.269,8.57,0.48
14.64,539.24,8.38,1077.77,2.95,32.273,8.57,0.48
16.6,539.28,8.38,1079.93,2.95,32.276,8.57,0.48
11.15,539.32,8.38,1080.74,2.96,32.277,8.57,0.48
13.33,539.36,8.38,1109.94,2.94,32.281,8.57,0.48
14.35,539.37,8.38,1119.11,2.9,32.283,8.57,0.48
11.19,539.38,8.38,1117.95,2.91,32.283,8.57,0.48
10.97,539.41,8.38,1122.38,2.88,32.278,8.57,0.48
2.23,539.43,8.38,1122.45,2.91,32.275,8.57,0.48
11.4,539.48,8.38,1102.26,2.99,32.278,8.57,0.48
3.93,539.49,8.38,1090.48,2.99,32.286,8.57,0.48
10.84,539.56,8.38,1082.42,2.96,32.293,8.57,0.48
14.77,539.64,8.38,1119.1,2.97,32.298,8.57,0.48
2.25,539.69,8.38,1082.66,2.96,32.307,8.57,0.48
15.47,539.74,8.38,1065.37,3.01,32.318,8.57,0.48
5.67,539.78,8.38,1064.28,3.03,32.325,8.57,0.48
12.2,539.86,8.39,1075.57,2.92,32.324,8.57,0.48
4.91,539.87,8.39,1060.89,2.9,32.32,8.57,0.48
11.26,539.92,8.39,1063.5,2.88,32.319,8.57,0.48
11.52,539.87,8.39,1066.21,2.88,32.322,8.57,0.48
5.26,539.88,8.4,1077.37,2.88,32.32,8.57,0.48
13.68,539.83,8.39,1057.16,2.89,32.316,8.57,0.48
14.05,539.82,8.4,1053.74,3.11,32.314,8.57,0.48
13.74,539.76,8.4,1081.69,3.1,32.314,8.57,0.48
5.74,539.78,8.4,1070.95,3.07,32.315,8.57,0.48
14.99,539.75,8.39,1060.86,3.09,32.32,8.57,0.48
9.46,539.76,8.39,1036.37,3.1,32.321,8.57,0.48
12.6,539.73,8.39,1051.13,3.12,32.323,8.57,0.48
13.96,539.72,8.39,1059.15,3.13,32.322,8.57,0.48
11.27,539.69,8.39,1086.05,2.91,32.322,8.57,0.48
7.27,539.68,8.4,1103.93,2.95,32.322,8.56,0.48
1.95,539.67,8.4,1108.83,2.97,32.323,8.56,0.48
3.45,539.66,8.4,1087.88,3.01,32.32,8.56,0.48
3.01,539.66,8.4,1104.34,3.01,32.316,8.57,0.48
2.4,539.63,8.4,1099.03,3.01,32.311,8.57,0.48
10.18,539.68,8.4,1112.27,2.97,32.309,8.57,0.48
13.82,539.64,8.4,1106.32,3.09,32.307,8.57,0.48
7.81,539.58,8.4,1100.04,3.07,32.304,8.57,0.48
12.74,539.54,8.4,1077.23,3.05,32.303,8.57,0.48
6.15,539.54,8.4,1053.18,3.02,32.302,8.57,0.48
11.32,539.54,8.4,1042.7,2.94,32.302,8.57,0.48
10.8,539.54,8.4,1039.13,2.93,32.306,8.57,0.48
10.85,539.55,8.4,1034.7,2.92,32.309,8.57,0.48
10.71,539.59,8.4,1035.64,2.88,32.31,8.57,0.48
12.81,539.58,8.4,1047.28,2.79,32.312,8.57,0.48
10.6,539.55,8.41,1049.16,2.78,32.31,8.57,0.48
13.96,539.52,8.41,1076.91,2.79,32.309,8.57,0.48
13.05,539.56,8.41,1076.16,2.83,32.306,8.57,0.48
8.82,539.55,8.41,1076.21,2.81,32.303,8.57,0.48
1.84,539.53,8.41,1071.11,2.84,32.301,8.57,0.48
14.39,539.53,8.41,1073.81,3.05,32.301,8.57,0.48
15.22,539.53,8.41,1061.39,3.06,32.299,8.57,0.48
7.86,539.52,8.41,1050.21,3.07,32.299,8.57,0.48
14.68,539.48,8.4,1050.61,3.08,32.3,8.57,0.48
10.72,539.43,8.4,1047.53,2.87,32.3,8.57,0.48
12.05,539.42,8.4,1028.28,2.9,32.299,8.57,0.48
12.26,539.42,8.39,1003.87,2.91,32.296,8.57,0.48
13.02,539.44,8.4,1007.18,2.86,32.294,8.57,0.48
14.77,539.52,8.4,1022.78,2.86,32.292,8.57,0.48
13.19,539.57,8.4,1032.33,2.85,32.288,8.57,0.48
2.07,539.61,8.4,1017.02,2.87,32.286,8.57,0.48
2.0,539.66,8.4,1022.13,2.87,32.286,8.57,0.48
16.68,539.66,8.4,1023.02,2.84,32.286,8.57,0.48
2.38,539.68,8.4,1038.31,2.85,32.285,8.57,0.48
2.59,539.63,8.4,1031.2,2.84,32.286,8.57,0.48
4.96,539.63,8.4,1030.85,2.84,32.287,8.57,0.48
2.49,539.64,8.4,1017.15,2.83,32.286,8.57,0.48
2.11,539.66,8.41,1008.81,2.83,32.284,8.57,0.48
10.26,539.63,8.41,1010.43,2.84,32.282,8.57,0.48
12.52,539.63,8.41,999.55,2.83,32.279,8.57,0.48
10.59,539.61,8.41,1007.13,2.84,32.277,8.57,0.48
12.05,539.6,8.4,1013.88,2.84,32.276,8.57,0.48
1.78,539.57,8.4,1024.97,2.91,32.276,8.57,0.48
11.24,539.54,8.4,1011.79,2.89,32.278,8.57,0.48
8.3,539.6,8.4,1016.3,2.91,32.278,8.57,0.48
12.2,539.66,8.4,1015.96,2.91,32.278,8.57,0.48
7.71,539.68,8.4,1014.83,2.92,32.278,8.57,0.48
13.27,539.68,8.4,1018.12,2.92,32.278,8.57,0.48
11.39,539.72,8.4,1008.64,2.92,32.276,8.57,0.48
3.78,539.73,8.4,1006.4,2.96,32.276,8.57,0.48
10.4,539.77,8.4,999.93,3.09,32.276,8.57,0.48
12.85,539.71,8.4,991.54,3.09,32.276,8.57,0.48
9.89,539.69,8.4,988.95,3.33,32.275,8.57,0.48
8.86,539.67,8.4,981.3,3.23,32.276,8.57,0.48
4.98,539.69,8.39,997.56,3.24,32.276,8.57,0.48
10.79,539.69,8.39,988.89,3.22,32.273,8.57,0.48
6.98,539.65,8.39,988.12,3.05,32.269,8.57,0.48
9.82,539.61,8.39,995.84,3.04,32.267,8.57,0.48
7.17,539.6,8.39,1008.26,2.98,32.267,8.57,0.48
7.17,539.61,8.4,1009.49,2.85,32.265,8.58,0.48
8.82,539.6,8.4,1002.37,2.82,32.263,8.58,0.48
10.85,539.57,8.4,995.3,2.83,32.264,8.58,0.48
6.06,539.58,8.4,997.84,2.84,32.265,8.58,0.48
2.59,539.62,8.4,979.96,2.84,32.264,8.58,0.48
11.12,539.61,8.4,975.23,2.84,32.263,8.58,0.48
10.08,539.59,8.4,961.54,2.86,32.26,8.58,0.48
7.26,539.58,8.4,963.78,2.87,32.258,8.58,0.48
2.81,539.54,8.4,943.42,2.94,32.254,8.58,0.48
9.65,539.5,8.4,944.95,2.93,32.25,8.58,0.48
6.35,539.44,8.4,944.25,2.92,32.245,8.58,0.48
9.88,539.39,8.4,954.36,2.94,32.242,8.58,0.48
2.29,539.33,8.4,959.9,2.95,32.239,8.58,0.48
9.93,539.32,8.39,947.3,2.92,32.236,8.58,0.48
9.31,539.32,8.39,957.48,2.9,32.232,8.58,0.48
12.45,539.32,8.39,975.5,2.83,32.23,8.58,0.49
11.45,539.33,8.39,979.0,2.86,32.228,8.58,0.49
1.7,539.29,8.4,988.47,2.87,32.224,8.58,0.49
10.73,539.26,8.4,1007.31,2.86,32.222,8.58,0.49
10.29,539.27,8.39,998.7,2.85,32.22,8.58,0.49
9.68,539.21,8.4,990.89,2.86,32.219,8.58,0.49
12.41,539.16,8.4,977.97,2.86,32.218,8.57,0.49
1.87,539.17,8.4,976.59,2.89,32.216,8.58,0.49
7.21,539.18,8.39,968.06,2.87,32.215,8.58,0.49
11.66,539.2,8.39,959.09,2.87,32.214,8.57,0.49
1.44,539.17,8.39,940.33,2.89,32.212,8.57,0.49
2.22,539.11,8.39,937.81,2.9,32.212,8.57,0.49
11.48,539.14,8.39,936.77,2.9,32.211,8.58,0.49
4.57,539.14,8.39,924.7,2.87,32.211,8.58,0.49
8.31,539.1,8.39,932.5,2.87,32.21,8.58,0.49
3.46,539.1,8.39,929.78,2.86,32.208,8.58,0.49
11.15,539.11,8.39,938.67,2.89,32.208,8.58,0.49
2.95,539.16,8.39,949.7,2.89,32.206,8.58,0.49
12.81,539.15,8.39,959.53,2.84,32.203,8.58,0.49
9.07,539.1,8.38,963.38,2.82,32.202,8.58,0.49
2.72,539.05,8.38,962.85,2.86,32.202,8.58,0.49
1.81,539.08,8.38,959.2,2.85,32.2,8.58,0.49
3.12,539.05,8.38,961.32,2.84,32.2,8.58,0.49
9.4,539.06,8.38,969.0,2.84,32.199,8.58,0.49
11.04,539.08,8.38,977.92,2.86,32.199,8.58,0.49
9.24,539.09,8.38,974.2,2.84,32.199,8.58,0.49
2.42,539.15,8.38,967.55,2.85,32.199,8.58,0.49
2.2,539.18,8.38,956.27,2.85,32.198,8.58,0.49
2.07,539.18,8.38,961.65,2.84,32.197,8.58,0.49
10.16,539.17,8.38,937.87,2.85,32.197,8.58,0.49
2.47,539.15,8.38,940.66,2.88,32.196,8.58,0.49
2.02,539.14,8.38,930.33,2.83,32.195,8.58,0.49
4.11,539.13,8.38,918.27,2.84,32.193,8.58,0.49
7.97,539.13,8.38,900.29,2.82,32.189,8.58,0.49
10.44,539.14,8.38,889.95,2.81,32.187,8.58,0.49
9.53,539.14,8.38,877.85,2.79,32.185,8.58,0.49
8.64,539.13,8.38,878.91,2.79,32.183,8.58,0.49
9.42,539.07,8.38,890.33,2.78,32.181,8.58,0.49
10.01,539.02,8.38,895.05,2.79,32.179,8.58,0.49
8.77,538.99,8.38,903.18,2.79,32.178,8.58,0.49
9.56,539.01,8.38,904.75,2.81,32.178,8.58,0.49
10.43,539.01,8.37,908.87,2.84,32.176,8.58,0.49
10.96,538.97,8.37,926.18,2.86,32.175,8.58,0.49
10.2,539.02,8.37,930.49,2.89,32.175,8.57,0.49
8.19,539.02,8.37,938.4,2.9,32.173,8.57,0.49
8.56,539.03,8.37,950.46,2.9,32.171,8.57,0.49
7.97,538.95,8.37,947.02,2.9,32.166,8.57,0.49
10.4,538.87,8.37,951.34,2.92,32.162,8.5,0.49
7.1,538.85,8.38,951.69,2.94,32.16,8.57,0.49
3.25,538.84,8.38,948.31,2.93,32.155,8.57,0.49
10.68,538.78,8.38,946.47,2.92,32.15,8.0,0.49
10.54,538.77,8.38,959.43,2.91,32.148,8.57,0.49
10.43,538.79,8.38,942.93,2.9,32.145,8.57,0.49
2.86,538.77,8.37,941.26,2.93,32.145,8.57,0.49
11.12,538.8,8.37,945.39,2.91,32.144,8.57,0.49
8.84,538.74,8.37,929.61,2.88,32.142,8.57,0.49
2.57,538.68,8.37,936.94,2.89,32.137,8.57,0.49
9.44,538.7,8.36,928.06,2.88,32.137,8.57,0.49
9.92,538.68,8.36,935.05,2.89,32.134,8.57,0.49
8.05,538.68,8.36,946.84,2.86,32.132,8.57,0.49
7.02,538.69,8.36,933.05,2.88,32.131,8.57,0.49
7.99,538.7,8.36,919.66,2.87,32.128,8.57,0.49
2.26,538.68,8.36,922.4,2.87,32.125,8.57,0.49
9.94,538.61,8.36,931.21,2.86,32.122,8.57,0.49
2.45,538.57,8.37,926.57,2.88,32.119,8.57,0.49
2.58,538.58,8.37,904.26,2.9,32.119,8.57,0.49
2.53,538.63,8.37,894.27,2.9,32.116,8.57,0.49
8.65,538.6,8.37,897.6,2.88,32.115,8.57,0.49
7.62,538.6,8.37,889.4,2.87,32.117,8.57,0.49
8.62,538.61,8.36,894.62,2.87,32.115,8.57,0.49
7.64,538.58,8.36,895.31,2.87,32.113,8.57,0.49
10.93,538.54,8.36,900.75,2.85,32.11,8.57,0.49
9.13,538.48,8.36,893.6,2.82,32.108,8.57,0.49
8.15,538.43,8.36,887.46,2.84,32.109,8.57,0.49
9.14,538.45,8.36,899.79,2.86,32.109,8.57,0.49
7.58,538.49,8.36,914.23,2.87,32.109,8.57,0.49
6.79,538.54,8.37,915.57,2.86,32.107,8.57,0.49
5.15,538.54,8.37,908.75,2.92,32.106,8.57,0.49
2.58,538.51,8.37,908.53,2.98,32.105,8.57,0.49
10.16,538.47,8.37,913.85,2.97,32.098,8.57,0.49
2.5,538.41,8.37,922.32,2.97,32.092,8.57,0.49
